pano_a_path,pano_b_path,label,house_a,house_b,pair_source,topology_distance,split
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-58a7-441a-8805-0d34d853b476.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-cbb5-474d-87cf-09827a017d94.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-f470-429d-8d93-569b7cdea588.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-fb79-4e6f-88b9-d10cd5e3079e.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-2df5-454d-8e2b-016f5845736d.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-5de5-4af5-8ce9-9d80c42930fa.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-f62b-4178-8a26-6ae233529caa.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-7900-4f4a-871c-828a14fe9782.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-49c8-43ad-8be0-54c3d14abba5.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-6582-4f00-8f81-284c8b049ef3.jpg,1,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65148_NoOutdoor\08dded73-528c-445a-873d-16b47b415204.jpg,Dataset\DollhouseTask_65148_NoOutdoor\08dded73-bf82-44d5-8251-ebf8b072d004.jpg,0,DollhouseTask_65148_NoOutdoor,DollhouseTask_65148_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-7117-413c-882f-3ad15f992891.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-2e7e-4032-8da1-d95d88c057f9.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-cbaf-472f-86c7-dff80a819ec5.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08ff-1f25-4734-8ba1-8ac8bb06e7b3.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-e300-419a-81c3-0acd21f1d760.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-232b-401e-8105-bab3c39d75ac.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-fb79-4e6f-88b9-d10cd5e3079e.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-0e68-49a5-8664-8b391d4de87c.jpg,1,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-2d3d-47d8-8532-3658d6e1b929.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-33cf-435c-8b21-149ec57f205c.jpg,1,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-26fa-4245-8cdd-64af35656c3d.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-6e26-4c8b-8099-414954d130ef.jpg,0,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-9453-4eec-8e02-f32b1191e1b1.jpg,Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-db63-483a-8bfa-ae09f856f078.jpg,0,DollhouseTask_63108,DollhouseTask_63108,topology_distance_negative,6,train
Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde296-d0b6-4906-8a55-9249c1c21c80.jpg,Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde296-e789-4c4b-805c-e86a78227489.jpg,1,DollhouseTask_63934_NoOutdoor,DollhouseTask_63934_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-5268-433e-82f6-e807eabea352.jpg,Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-6738-4ed3-89bb-948c6ffc577b.jpg,0,DollhouseTask_65000,DollhouseTask_65000,topology_distance_negative,4,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-7d7e-435d-803b-94e0b1a9073c.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-ee80-475b-8b7f-329929c7f59c.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-524c-465a-82f0-5b35cf1ca299.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-5918-426d-8b3a-fa75da8a0f21.jpg,1,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-524c-465a-82f0-5b35cf1ca299.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-f0be-4bb8-8a12-c39e69f587f5.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_67192_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-5d4c-43ca-8e98-8e179722ce51.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-38fd-460c-8737-094d65f645ea.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_67184_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-df0d-4331-8d80-56e135b08164.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-3994-42ad-8771-54d4dfac860b.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-ab82-4c25-81e8-475ccad213ea.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-b70e-4ed0-88f2-978c84cec34e.jpg,1,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-423d-4aaa-8b4d-640e3f9c16ad.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-6a2c-44ab-8984-cabdcb918141.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc22-3615-48f7-88ca-0160867847a1.jpg,Dataset\DollhouseTask_65148_NoOutdoor\08dded73-6e2a-438d-8424-4a17cb394b35.jpg,0,DollhouseTask_63108,DollhouseTask_65148_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08ff-16dc-4854-897b-6fa3591348f5.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de0387-1b89-44f7-8321-9232f26bf4f3.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_67838_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-8621-4b43-87d5-3510d882bbd4.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-bebe-47b9-8aab-3afa96de0979.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-6569-4b05-8d18-c740bb502d8f.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-91b4-449f-8407-ad6967841832.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-4a6f-4a11-82b6-9d51a0756b89.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-5eb7-4db4-837f-483f192b7673.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb744-437b-4c02-83c3-5600f8540be5.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb753-9f0e-4626-89b0-67c59fc94193.jpg,1,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-386f-4c49-8dd3-3927582c4618.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-8864-4741-802e-b59b95210616.jpg,0,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9b-1c9f-4cfc-8f8f-51ddcf897e06.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-6842-4a7d-8f4c-cb6b42068c6f.jpg,0,DollhouseTask_65000,DollhouseTask_60573_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-f9a3-4f6b-8d42-9874a3074c4f.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-70ea-4cc2-8bed-61eda54e6e8d.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e74-38d2-468a-8bbc-21adb0cb2b1b.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e74-661e-4b99-8b0f-8f056c385bfe.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_67838_NoOutdoor\08de0386-c087-4ca1-82a3-00a74e7a6507.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de0387-d624-490f-8a51-2ac611fc7f3f.jpg,0,DollhouseTask_67838_NoOutdoor,DollhouseTask_67838_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-bf64-4f42-8543-4ee2827684ab.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde273-4290-4b1e-8b44-569be8a6f559.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-3979-4f18-86ee-b3526ebe6d11.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-9976-4611-825b-f647a3763d96.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e74-095b-41a2-8a55-1eb86edb52ca.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e74-2d0e-4f92-89ac-3d646dd4b60d.jpg,0,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-8275-45b7-8c4c-e17c02bba4f7.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-ddde-4677-897b-56df120cedcf.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-4627-44e7-806c-d99b8c7933ca.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-e12e-45c6-821f-3eff6cffbe07.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-7b00-474c-8270-0272337370e2.jpg,Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-a377-418b-835b-bcdafb2877ba.jpg,0,DollhouseTask_65000,DollhouseTask_65000,topology_distance_negative,4,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-c184-48e0-8f08-b96fda457b97.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-c884-4d8b-8ce2-7a4789fa41b7.jpg,1,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-5103-42fa-8c12-80fc0b609625.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-bebe-47b9-8aab-3afa96de0979.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-d791-4585-8e2c-d39263be4d7c.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-3490-49a8-8f79-8980b69c8c42.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-601a-41c8-8690-adf4ec2cae10.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-7d7e-435d-803b-94e0b1a9073c.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-d886-4fa8-8a2d-15494d269c32.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb593-984b-461c-8032-14f2c0ea04f1.jpg,0,DollhouseTask_64538_NoOutdoor,DollhouseTask_58489_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-e846-4c02-8cda-957baa7ea862.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-14cc-4549-80fa-37e23451c459.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-3a6e-40ab-8d8e-d01610a46655.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-561c-46da-8c19-fa16e304a392.jpg,1,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-af1e-4384-83e6-291c4ef5f6e9.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1400-dffc-4693-86a4-1722fc287447.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-883c-4999-8fc9-e02d7a2e5bf0.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-f9e7-41e4-8a02-c530b4229ad5.jpg,0,DollhouseTask_59863_NoOutdoor,DollhouseTask_67192_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-e36a-4b28-87c9-ceec08a6bf24.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-eae3-4691-87ac-1ce8228f95eb.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_66502_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd14-7186-467c-8479-8f8a438170b0.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-4315-4be8-8d3c-b04d4686a6e4.jpg,0,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-a6a9-4cfc-8b21-e86640b714fc.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-0e68-49a5-8664-8b391d4de87c.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-3ec0-4691-838e-c78cd50d8c93.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-baf7-4f10-86e5-01022f7eaa59.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-7fa7-40a0-8d6a-776885d69816.jpg,Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-e8c8-4b72-8cbd-3170497e26a5.jpg,0,DollhouseTask_64538_NoOutdoor,DollhouseTask_64538_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-6731-4bf1-8917-9a7355b8ad6f.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-854e-4cb2-8df8-5971181cfe2d.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-ccce-4e74-81e7-c655168a8bcf.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-14cc-4549-80fa-37e23451c459.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-3002-4a5d-8cf0-f7e92545fe1d.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-a3f9-48a0-8548-386493198453.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-c61c-43e6-8263-4caa40deff74.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-2cbc-4dea-82e1-cf96f43863b7.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-7839-4dd7-8ce7-1c5f2955c25d.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-99d9-4de9-8a8a-6b45996aac76.jpg,0,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-2cbc-4dea-82e1-cf96f43863b7.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-3552-40ff-8958-05c32d2e0bcd.jpg,1,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1402-05c5-4bda-82dc-9598a87e510a.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1402-121e-4406-8bd2-72c1eb96088f.jpg,1,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-3a76-40a5-8e6a-c9b80ab2f1c2.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-6fd9-493a-8b74-e967a3616f89.jpg,1,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-733c-4d07-87a3-4055726f09d6.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-0895-49f0-826a-084f2f9938ff.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-baf7-4f10-86e5-01022f7eaa59.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-33e2-4681-8f56-03d7b553a3e2.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-4cc1-4cdb-8e41-099d0512e47f.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-3b04-40ad-8d9c-1adac788ada8.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-641d-412c-8718-e2a51dc686bc.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-6880-495f-819d-24cdb75540a7.jpg,1,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-f4d7-44af-8991-e8bd012ce86d.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-ecdf-40ae-8ef6-e68d71c0fc77.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_58499_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-26d4-466c-88dd-8c49307948d9.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde272-ff9e-4a9b-8c51-f26a7be6a0dd.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e71-6487-403f-84f1-f6f3c3baa073.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e73-dde4-4567-88ec-8f99d892d066.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-83ef-47d2-8c05-6e52f3a6a75a.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-dcec-43cc-87a9-9722856eb3d1.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-277d-4962-8b0c-6252bf03cbe1.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-524c-465a-82f0-5b35cf1ca299.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-6731-4bf1-8917-9a7355b8ad6f.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-48b0-4f84-8493-e7456aad0a97.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-52d2-4dfb-8e7c-f08b3c508dff.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-e11c-42ca-8af2-7f4f179c903a.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-3ec0-4691-838e-c78cd50d8c93.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-a76b-48e6-8014-4caa99da248f.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,4,train
